50
20
3
0.883333	1.150000	1.566667	1.350000	0.400000	0.900000	1.583333	0.816667	1.033333	0.933333	1.533333	0.666667	0.850000	0.450000	1.383333	0.700000	0.400000	0.233333	1.416667	0.983333	1.133333	1.283333	0.450000	0.733333	0.633333	0.166667	1.300000	0.800000	0.616667	1.416667	1.183333	1.566667	0.600000	0.316667	1.533333	1.016667	1.166667	1.150000	0.483333	0.733333	1.516667	1.650000	1.583333	0.383333	0.666667	0.350000	1.116667	0.916667	0.433333	1.583333	
0.995615	1.852363	1.554228	0.579871	0.550568	0.230489	1.140175	0.530330	1.892254	1.812457	0.689656	1.913766	0.930390	0.694622	1.432000	1.418185	1.397542	1.775528	1.510381	1.505199	
1.432000	0.640800	1.890106	2.393872	2.001562	1.608182	0.972433	1.880990	1.118034	1.134956	1.587844	0.275000	1.978004	2.161741	2.416609	0.910014	0.443001	0.090139	1.198176	0.749166	
0.515388	1.275000	1.805893	1.566246	1.030776	0.776209	0.195256	1.248249	1.559247	0.903120	0.610328	1.149184	1.520280	1.522539	2.053351	1.079641	0.565685	0.896172	0.673146	0.522015	
0.456207	1.971833	2.075151	1.095730	0.300000	0.608276	0.814325	1.147007	2.157835	1.340009	0.158114	1.901480	1.535008	1.333464	2.057000	1.654728	1.320038	1.659254	1.015197	1.176860	
2.303394	1.861619	0.530330	1.418846	2.015564	1.470544	2.195023	0.937083	1.526843	2.890610	2.071835	2.177298	0.539676	0.859142	0.190394	1.402007	2.000000	2.285416	2.670791	2.439775	
0.975320	2.406502	2.231731	0.816241	0.246221	0.818917	1.346291	1.181630	2.520045	1.852701	0.691466	2.385372	1.578171	1.258968	2.034853	2.026388	1.814008	2.169101	1.526843	1.711176	
0.213600	1.823630	2.093144	1.308864	0.550000	0.694622	0.581485	1.256234	2.057000	1.093446	0.111803	1.714825	1.622113	1.475847	2.157835	1.557442	1.131371	1.450216	0.770146	0.934077	
0.285044	1.865811	2.428091	1.801735	1.006541	1.150272	0.509902	1.706239	2.195592	0.651920	0.604669	1.656050	2.045880	1.944865	2.586624	1.726630	1.114955	1.331353	0.333542	0.689656	
1.291559	0.740355	1.912132	2.306648	1.878829	1.513275	0.832541	1.820886	1.202601	1.002809	1.457738	0.406971	1.945829	2.104311	2.404423	0.937083	0.350000	0.055902	1.053862	0.604152	
1.320038	0.550000	1.683931	2.178302	1.831154	1.401116	0.866747	1.653028	0.989002	1.177391	1.437228	0.318198	1.748035	1.932938	2.191603	0.707107	0.265754	0.215058	1.176860	0.731864	
1.346291	1.566046	1.025000	0.790569	1.076162	0.498121	1.315770	0.150000	1.491015	2.026388	1.100284	1.729523	0.436606	0.431567	0.973717	1.077033	1.328768	1.690044	1.767767	1.625000	
1.954002	1.377725	0.285044	1.421487	1.811077	1.200000	1.779923	0.784618	1.082243	2.455733	1.767767	1.685415	0.459619	0.867828	0.637377	0.910014	1.523975	1.796698	2.260669	1.991231	
0.325000	1.595501	1.882817	1.288652	0.664267	0.566789	0.450694	1.117195	1.820027	1.086566	0.247487	1.507689	1.457738	1.362213	1.998124	1.320275	0.925338	1.265158	0.784618	0.825379	
1.570430	1.177391	0.632949	1.277204	1.497707	0.867828	1.389244	0.605186	1.017657	2.070024	1.402007	1.422146	0.500625	0.807775	0.930390	0.675463	1.171804	1.477329	1.869826	1.611094	
1.831154	1.957837	0.990581	0.752080	1.408013	0.960469	1.840007	0.406971	1.770946	2.550123	1.553222	2.180166	0.302076	0.201556	0.575543	1.455378	1.834394	2.183031	2.283774	2.152324	
0.456207	1.711176	2.409616	1.959751	1.209339	1.250000	0.419076	1.786232	2.076355	0.427931	0.776209	1.467353	2.096724	2.042211	2.635574	1.631908	0.961769	1.129436	0.103078	0.471699	
1.012423	0.790569	1.655483	1.905912	1.513481	1.113833	0.571183	1.431782	1.150272	1.027740	1.117195	0.637377	1.587648	1.716464	2.073192	0.743303	0.055902	0.431567	0.950000	0.546008	
0.500625	1.603317	2.338001	1.969296	1.251000	1.234909	0.347311	1.757306	1.975158	0.403887	0.806226	1.355775	2.053351	2.020056	2.589643	1.538059	0.855862	1.017657	0.134629	0.360555	
2.198010	2.037462	0.817389	1.131923	1.813319	1.333464	2.156965	0.772172	1.758728	2.865746	1.935362	2.316247	0.445112	0.608276	0.182003	1.549597	2.057456	2.376973	2.618444	2.440415	
0.403113	1.470544	2.117339	1.772005	1.107079	1.017657	0.127475	1.530523	1.808487	0.617454	0.654313	1.269350	1.822944	1.796176	2.359158	1.350926	0.719809	0.957209	0.360555	0.371652	
2.523886	2.256103	0.926350	1.400893	2.126764	1.659254	2.475126	1.097725	1.927596	3.182177	2.260669	2.561494	0.760345	0.917197	0.246221	1.786757	2.345341	2.649764	2.939813	2.749659	
0.789383	2.140823	2.022375	0.795692	0.079057	0.571183	1.113833	1.002809	2.261084	1.672760	0.475657	2.122646	1.403567	1.130542	1.892749	1.765113	1.554429	1.913929	1.348379	1.485345	
1.550806	0.751665	0.797261	1.637834	1.677982	1.060955	1.255488	0.984886	0.654313	1.867150	1.467353	1.013040	0.925000	1.219119	1.305038	0.250000	0.870704	1.116356	1.724094	1.386768	
1.788854	0.000000	1.388569	2.330772	2.174425	1.636498	1.360606	1.710263	0.485412	1.726630	1.840007	0.395285	1.675746	1.961186	2.015099	0.502494	0.752080	0.697316	1.718284	1.278916	
1.032594	1.739612	2.725000	2.514210	1.786232	1.766529	0.832166	2.267432	2.183031	0.150000	1.348379	1.400000	2.532908	2.538700	3.058697	1.825171	1.086566	1.051190	0.475657	0.555090	
0.951972	1.125278	2.120289	2.186607	1.625000	1.389469	0.522015	1.805893	1.554228	0.602080	1.178187	0.824621	2.011374	2.089258	2.515080	1.196349	0.458939	0.474342	0.637377	0.195256	
0.752080	1.801562	2.638655	2.261775	1.500417	1.546367	0.660019	2.074398	2.209072	0.167705	1.075291	1.505199	2.371181	2.335193	2.906888	1.800868	1.082243	1.152443	0.201556	0.525595	
1.842044	0.594243	0.794512	1.955920	2.015564	1.400893	1.501874	1.290591	0.325960	2.047712	1.786757	0.950329	1.158123	1.500208	1.435705	0.279508	1.012423	1.155692	1.948236	1.566046	
1.850676	0.886002	0.520216	1.735655	1.908042	1.276959	1.570430	1.063015	0.594243	2.180883	1.743022	1.219119	0.877852	1.243483	1.134956	0.460977	1.171804	1.380670	2.040221	1.699448	
0.925000	1.302162	2.290196	2.260669	1.640503	1.473516	0.550568	1.923051	1.735655	0.425000	1.187960	0.986471	2.150581	2.203548	2.663175	1.375909	0.637377	0.632949	0.515388	0.176777	
2.227667	0.750000	0.826514	2.267157	2.392828	1.770770	1.875167	1.594522	0.265754	2.383537	2.174425	1.145098	1.386768	1.768120	1.538059	0.651920	1.348379	1.419947	2.308679	1.907387	
0.371652	1.725724	1.910497	1.165386	0.506211	0.506211	0.604669	1.068000	1.924188	1.209597	0.127475	1.655483	1.431782	1.293493	1.967867	1.421487	1.075291	1.420607	0.896172	0.977880	
1.871163	1.530114	0.493077	1.200521	1.650189	1.064483	1.750000	0.588430	1.279893	2.445915	1.655483	1.806931	0.230489	0.640312	0.527376	1.039832	1.574206	1.878829	2.226264	1.997655	
0.588430	1.739612	2.505619	2.094338	1.340009	1.380444	0.514782	1.912132	2.125588	0.300000	0.910014	1.470544	2.215429	2.170829	2.752839	1.697425	1.000312	1.123610	0.035355	0.467039	
1.291559	0.590021	1.204159	1.762988	1.592561	1.047020	0.925000	1.179248	0.776209	1.480920	1.286954	0.700446	1.236932	1.450216	1.677051	0.301040	0.465027	0.726722	1.368622	0.998123	
2.081015	0.458939	1.060660	2.322848	2.336932	1.738174	1.693554	1.659254	0.050000	2.146072	2.069118	0.853302	1.518223	1.868321	1.750000	0.527376	1.125278	1.147007	2.100149	1.679658	
0.025000	1.800174	2.196588	1.498541	0.728869	0.855132	0.477624	1.415318	2.074247	0.908639	0.302076	1.651704	1.767767	1.646398	2.307054	1.583706	1.075291	1.362213	0.583631	0.794512	
2.462214	2.074247	0.725000	1.457738	2.123235	1.611870	2.378287	1.059481	1.731509	3.079164	2.215993	2.390868	0.682367	0.928036	0.152069	1.615549	2.205816	2.496247	2.850439	2.634507	
2.199148	1.263428	0.152069	1.796176	2.142574	1.516781	1.960867	1.151629	0.867828	2.594224	2.050152	1.622498	0.832541	1.241974	0.867828	0.883883	1.595501	1.803469	2.437468	2.114976	
0.235850	1.677982	1.981161	1.323112	0.637377	0.637377	0.467039	1.195042	1.913766	1.051487	0.190394	1.574206	1.544345	1.432000	2.083867	1.415318	0.990581	1.317431	0.738664	0.834416	
0.285044	1.865811	2.084616	1.243483	0.475000	0.660019	0.650000	1.219119	2.084616	1.167262	0.055902	1.769181	1.592365	1.430035	2.125000	1.583114	1.185591	1.511622	0.843356	1.006541	
1.879162	2.256380	1.325943	0.530330	1.333464	1.033501	1.967867	0.579871	2.098362	2.666927	1.573412	2.450510	0.638847	0.300000	0.814325	1.755349	2.055024	2.418677	2.378287	2.307732	
1.567043	0.309233	1.595306	2.304479	2.035006	1.556037	1.119431	1.731509	0.782624	1.425000	1.661701	0.152069	1.767767	2.001406	2.166218	0.626997	0.506211	0.388104	1.437228	0.990581	
0.492443	1.833712	2.525495	2.012461	1.231107	1.328768	0.539676	1.874166	2.201278	0.431567	0.817389	1.583114	2.195023	2.123970	2.735073	1.756417	1.085415	1.241471	0.141421	0.581485	
2.170829	0.559017	1.026219	2.360085	2.406372	1.800174	1.789204	1.691892	0.103078	2.248611	2.150145	0.951972	1.527457	1.889775	1.727896	0.604152	1.226020	1.249500	2.200000	1.781327	
1.615936	2.229630	1.491015	0.226385	1.026219	0.814325	1.755705	0.525595	2.139655	2.437724	1.300240	2.375921	0.770146	0.360555	1.085415	1.741049	1.925649	2.300000	2.136879	2.112019	
1.668270	1.350231	0.579871	1.185591	1.513275	0.900000	1.525819	0.520216	1.155963	2.218248	1.471394	1.603317	0.325960	0.673146	0.755811	0.850368	1.346291	1.657747	2.003902	1.767767	
1.598828	1.535008	0.766893	0.957209	1.350231	0.770146	1.520691	0.302076	1.375909	2.227667	1.367708	1.756417	0.195256	0.447214	0.730154	1.032594	1.434617	1.772005	1.987775	1.800174	
2.145052	2.078762	0.905884	1.027740	1.731509	1.275980	2.126029	0.715017	1.820886	2.836371	1.873666	2.343608	0.436606	0.522015	0.292617	1.584692	2.058671	2.387991	2.580940	2.420873	
1.090011	0.740355	1.700368	2.007642	1.612452	1.216553	0.638847	1.525000	1.131923	1.025000	1.210372	0.548293	1.667708	1.809178	2.143887	0.760345	0.050000	0.328824	0.980115	0.552268	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	9	15	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
3	7	11	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0.500000	0.500000	0.500000	
0	0.0326554	0.102376	0.179404	0.264797	0.359813	0.465954	0.585027	0.719222	0.871213	1.04429	1.24255	1.47111	1.7365	2.04706	2.41367	2.85069	3.37736	4.02001	4.8154	5.81609	7.09939	8.78276	11.0518	14.2139	18.8083	25.854	37.4721	58.7112	104.244	233.952	988.484
0.200000
72
